,name,origin,rating,roaster,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,label
561,ASOPCAFA Espresso,"Huila Department, southern Colombia",91,JBC Coffee Roasters,9.0,0.0,8.0,8.0,8.0,"Evaluated as espresso. Round, balanced; softly and sweetly tart. Mango, orange zest, pistachio, cedar, cocoa. Satiny mouthfeel. Cedar, nut and cocoa carry into a resonant, lightly drying finish. Custardy orange and chocolate dominate in three parts milk. ","This coffee was produced by the ASOPCAFA small producer association, a cooperative founded in 2013. It is a wet-processed, or washed, coffee, meaning that the skin and fruit pulp were removed or “washed” from the beans before they were dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.  ","A balanced, poised espresso in the newer, brighter style.","9.0,0.0,8.0,8.0,8.0"
562,Rukera Espresso,"Kiambu growing region, south-central Kenya",97,JBC Coffee Roasters,10.0,0.0,9.0,10.0,9.0,"Evaluated as espresso. Exquisitely aromatic: high-toned, savory and impossibly floral. Toffee, dried black currant, myrrh, lavender, fine musk in aroma and small cup. Plush, syrupy mouthfeel; big, complex finish that is equal parts sweet and savory. In cappuccino-scaled milk, a whole new mid-palate is created, something akin to a mushroom custard.","Produced by the Kenya Coffee Research Institute at its demonstration Rukera Farm from trees of the SL28, SL34, K7, Ruiru 11 & Batian varieties of Arabica and processed by the wet, or washed, method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","An espresso whose expression in the straight shot is classic Kenya in a dance of vibrant sweet and savory and shimmering aromatic complexity; in milk, it’s an almost addictive fine dessert with an umami edge.","10.0,0.0,9.0,10.0,9.0"
563,Colombia Pink Bourbon El Corazon,"Tolima Department, Colombia",93,Bird Rock Coffee Roasters,9.0,9.0,8.0,9.0,8.0,"Rich-toned, deeply floral. Honeysuckle, nectarine, pink peppercorn, oak, Meyer lemon zest in aroma and cup. Vibrantly sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. Spice-toned finish with pretty floral and citrus notes.","Produced by Eliecer Artunduaga entirely from trees of the Pink Bourbon variety of Arabica and processed by the wet, or washed, method. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A floral- and spice-toned cup: balanced, complex, multilayered.","9.0,9.0,8.0,9.0,8.0"
564,L2 Love Espresso Blend,Kenya,93,DoDo Kaffa,9.0,0.0,8.0,9.0,8.0,"Evaluated as espresso. Crisp, sweetly spice-toned. Pomegranate, cedar, dark chocolate, magnolia, a hint of cumin in aroma and small cup. Crisp, satiny mouthfeel; tart-leaning, richly drying finish. Tart flavors stand up to three parts milk, in which dark chocolate and magnolia are also amplified.","This coffee tied for the highest rating in a tasting of “classic” espresso blends from Taiwanese roasters for Coffee Review’s June 2019 report. This is a blend of coffees from two different growing regions of Kenya, Kiambu and Nyeri. DoDo Kaffa is a nano-roaster of specialty coffee based in Taipei City, Taiwan since 2009. For more information, visit https://www.facebook.com/dodokaffa/.","A Kenya espresso blend, through and through, with the hallmark brightness and savory edge associated with this origin’s classically sweet-tart structure.","9.0,0.0,8.0,9.0,8.0"
565,Guatemala-Ethiopia Espresso Blend,Ethiopia; Guatemala,93,Dory Coffee Roasters,9.0,0.0,8.0,9.0,8.0,"Evaluated as espresso. Bright, floral, sweetly herbaceous. Tangerine zest, lemon verbena, dark chocolate, narcissus-like flowers, sandalwood in aroma and small cup. Crisp, satiny mouthfeel; resonant finish consolidates to narcissus and sandalwood. In cappuccino-scaled milk, this coffee is driven by deep florals and rich aromatic wood notes, with a base of dark chocolate.","This coffee tied for the highest rating in a tasting of “classic” espresso blends from Taiwanese roasters for Coffee Review’s June 2019 report. A blend of washed and natural-processed Ethiopia coffees (Yirgacheffe and Sidamo, respectively) and a washed Guatemala Huehuetenango. Dory Coffee Roasters is a Taipei-based nano-roaster of specialty coffee. For more information, visit https://www.facebook.com/dorycoffee99/.","A “classic” third-wave espresso that presents bittersweet citrus, rich floral and lemony herb notes, all rounded by chocolate throughout.","9.0,0.0,8.0,9.0,8.0"
566,Black Meow Blend,Colombia; Guatemala; Ethiopia,93,Kakalove Cafe,8.0,0.0,9.0,9.0,8.0,"Evaluated as espresso. Bittersweet, gently roast-toned, chocolaty. Chocolate fudge, roasted hazelnut, green apple, molasses, singed cedar in aroma and small cup. Silky-smooth mouthfeel; crisp, richly drying finish. Reads like a classic Italian espresso in three parts milk, bitter and sweet in equal parts, balanced and harmonious with a hint of roast throughout.","This coffee tied for the highest rating in a tasting of “classic” espresso blends from Taiwanese roasters for Coffee Review’s June 2019 report. A blend comprised of wash-processed coffees from Tolima, Colombia, Acatenango, Guatemala, and Yirgacheffe, Ethiopia. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","Suggests traditional Italian-style espresso, bittersweet and accessible, with especially pretty chocolate notes.","8.0,0.0,9.0,9.0,8.0"
567,Karibu Espresso Blend,Ethiopia; Panama,92,De Clieu Coffee,8.0,0.0,8.0,9.0,8.0,"Evaluated as espresso. Crisply sweet-tart, spice-toned. Baker’s chocolate, cardamom, tart cherry, fir, almond butter in aroma and small cup. Creamy body; bittersweet, wood-framed finish. Cardamom-toned chocolate blooms in three parts milk, along with sweet nut and tart fruit notes.","This coffee earned the second-highest rating in a tasting of “classic” espresso blends from Taiwanese roasters for Coffee Review’s June 2019 report. Comprised of three natural-processed Ethiopia coffees (Yirgacheffe, Gotiti and Shakisso) and a washed Panama Santa Clara Hartmann. De Clieu Coffee is a Taiwan-based roaster whose mission it is to explore extraordinary coffees. For more information, visit https://m.facebook.com/declieucoffeetaipei.","An unusual espresso blend, sweet and tart, with intriguing spice notes suggesting cardamom.","8.0,0.0,8.0,9.0,8.0"
568,Sun Sun Sun Sun Sun Sun Sun Sun Sun Blend,Ethiopia; Panana; Guatemala; Honduras,93,Small Eyes Cafe,9.0,0.0,9.0,9.0,8.0,"Evaluated as espresso. High-toned, fruit-forward. Watermelon candy, salted caramel, vanilla, milk chocolate, cinnamon in aroma and small cup. Full, creamy mouthfeel; delicate, sweet-toned finish centered around notes of watermelon candy and cinnamon. Dessert-like in the milk shot, all fruit and candy with a hint of cinnamon.","This coffee tied for the highest rating in a tasting of “classic” espresso blends from Taiwanese roasters for Coffee Review’s June 2019 report. A blend comprised of nine different natural-processed coffees (hence the nine-part repetition in the name) from Ethiopia, Panama, Guatemala, and Honduras. Small Eyes Café is a small, family-owned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information.",An avant-garde espresso blend of nine different natural-processed coffees — ideal for the lover of unabashedly fruit-toned coffees.,"9.0,0.0,9.0,9.0,8.0"
569,Ethiopia Hambela 1 Organic Natural Alaka,"Hambela district, Oromia growing region, southern Ethiopia",92,SkyTop Coffee,9.0,8.0,8.0,9.0,8.0,"Deeply sweet, fruit-toned, with a hint of sweet ferment. Baker’s chocolate, plum, narcissus, barrel-aged rum, cedar in aroma and cup. Sweet-toned structure with brisk acidity; full, satiny mouthfeel. Richly drying, flavor-saturated finish. ","Certified organic. Oromia is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Hambela Estate has produced fine coffee since the 1950’s. It is operated by exporter METAD, which also operates the only privately-owned quality-control laboratory in Ethiopia that carries Specialty Coffee Association of America (SCAA) certification. SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.","A pleasing Ethiopia natural: balanced, accessible, sweetly fruit-forward.","9.0,8.0,8.0,9.0,8.0"
570,Brazil Ibicoara Chapada Diamantina Natural,"Ibicoara Municipality, Chapada Diamantina region, Bahia State, Brazil",91,SkyTop Coffee,8.0,8.0,8.0,9.0,8.0,"Richly sweet, nut-toned. Date, hazelnut, sassafras, elm, freesia-like flowers in aroma and cup. Sweet-savory structure with gentle, round acidity; satiny mouthfeel. Long, undulating finish centered around sweet hazelnut notes.","Produced by Luca Allegro, Nelson Ribeiro, Fazendas Floresta and Aranquan, and Asociación Biodinámica d'Ibicoara, entirely from trees of the Catuai variety of Arabica and processed by the natural, or dried-in-the-fruit, method. Certified organic. SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.","A solid Brazil natural: clean, deeply sweet, with a pleasing savory throughline.","8.0,8.0,8.0,9.0,8.0"
571,Costa Rica Coto Brus-La Amistad,"Coto Brus, Puntarenas, Costa Rica",90,SkyTop Coffee,8.0,8.0,8.0,8.0,8.0,"Crisply sweet-tart. Lemon verbena, cherry, oak, cocoa nob, honeysuckle in aroma and cup. Sweet-tart structure with vibrant acidity; velvety mouthfeel. The finish consolidates to notes of cherry and oak.","Produced by Roberto Montero from trees of the Caturra and Catuai varieties of Arabica and processed by the wet, or washed, method. Certified organic. SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.","A friendly, easy-drinking Costa Rica cup, lively with citrusy herb notes and sweet florals.","8.0,8.0,8.0,8.0,8.0"
572,Karimikui AA Kenya,Central Kenya,93,Collage Coffee,9.0,9.0,9.0,9.0,7.0,"Deep, rich, roundly pungent. Lime zest, date, maple syrup, magnolia, fresh-cut cedar. Balanced sweet-tart-savory in structure, with a lime-brightened gleam of acidity. Full, syrupy though drying mouthfeel. Flavor consolidates in a robust, layered short finish, fading and drying slightly in the long. ","Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds in two stages before they are dried. AA is the highest grade of Kenya coffee based on bean size and freedom from imperfections. Colläge Coffee is a micro-roastery featuring specialty coffee and house brewed kombucha. Colläge works with local artists to promote fine arts in its region, and loves serving its community. This coffee is available for purchase at the Colläge store and cafe, 221 South Broad Street, Grove City, Pennsylvania.","A big, richly, authoritative sweet-savory Kenya, lifted and animated by shimmers of flowers and tart citrus.","9.0,9.0,9.0,9.0,7.0"
